Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
10-janv;3;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Trop de féculents Assez de légumes Pas assez de protéines Pas assez de fruits;Trop_féculents Assez_légumes Pas_assez_protéines Pas_assez_fruits;6;8;Droite;Gauche;3;Toujours;Déjeuner;Rarement;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Non, jamais;Non, jamais;20;40;40;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Pompom, fitness;Europe, Amérique du Nord, Amérique du Sud;2;Une pizza / Des pâtes, Une galette bretonne;20;Féminin
10-janv;4;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de légumes Assez de fruits Un peu trop de féculents Assez de protéines;Assez_légumes Assez_fruits Trop_féculents Assez_protéines;7;7;Riz crevettes;pain;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;A tous les repas;Jamais;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;20;20;60;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Course et fitness;Europe;3;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
10-janv;5;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de fruits Un peu trop de féculents Assez de protéines Pas assez de légumes;Assez_fruits Trop_féculents Assez_protéines Pas_assez_légumes;7;8;1;0;3;Week_end;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Oui, quelques fois par semaine;Non, jamais;Non, jamais;40;40;20;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Basket, course;Europe, Asie, Amérique du Nord, Amérique du Sud;2;Des fajitas / Des tacos / Des burritos, Une galette bretonne;18;Féminin
10-janv;6;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de légumes Assez de protéines Assez de féculents Pas de fruits mais légumes;Assez_légumes Assez_protéines Assez_féculents Assez_fruits;8;7;Soupe;Aucune;2;Week_end;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;25;50;25;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;6;Danse/Course/Fitness;Europe;2;Un steak accompagné de frites, Une galette bretonne;20;Féminin
10-janv;7;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de légumes cuits Assez de légumes crus Pas assez de protéines (+ 2 !!) Assez de féculents Pas assez de fruits;Assez_légumes Pas_assez_protéines Assez_féculents Pas_assez_fruits;7;7;Bas droite (plat);Pain;2;Week_end;Déjeuner;Environ une fois par jour;Non, jamais;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Non;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Jamais;Non, jamais;Oui, mais que à la maison;30;30;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;3;Equitation, Aviron;Europe, Amérique du Nord;3;Un steak accompagné de frites, Une galette bretonne;22;Féminin
10-janv;8;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Couleurs Pain complet (plusieurs types de céréales) Riz complet Assez de féculents Coloré dans le riz Pas assez de protéines Assez de légumes Pas assez de fruits Pas assez de diversité de fruits;Coloré Pain_complet Riz_complet Assez_féculents Pas_assez_protéines Assez_légumes Pas_assez_fruits Diversifié;7;6;Riz crevettes;Citron/orange;3;Toujours;Petit_dej;Jamais;Oui, quelques fois par mois;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Jamais;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;40;20;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;2;Course à pied et Natation;Europe, Amérique du Nord;3;Une pizza / Des pâtes, Un steak accompagné de frites;26;Féminin
11-janv;9;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Varié Assez de fruits Assez de légumes Trop de féculents Pas assez de protéines;Diversifié Assez_fruits Assez_légumes Trop_féculents Pas_assez_protéines;7;9;Légumes;Pain;4;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;A tous les repas;A tous les repas;Environ une fois par jour;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;26;37;37;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;0;Ski, Natation, Escalade;Europe, Afrique;4;Des sushis, Des ramens;24;Féminin
11-janv;10;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de légumes Légumes en soupe, on perd les fibre Légumes frais Assez de protéines Un peu trop de féculents Pas assez de fruits Coloré;Pas_assez_légumes Assez_protéines Trop_féculents Pas_assez_fruits Coloré;6;5;Crevettes/riz;Pain;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Boxe et vélos;Europe, Afrique;2;Des sushis, Des ramens;20;Féminin
11-janv;11;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Assez de légumes Trop de féculents Pas assez de fruits Pas assez de protéines;Assez_légumes Trop_féculents Pas_assez_fruits Pas_assez_protéines;5;6;Légumes soupe;Pain;3;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;4;Volley;Europe;3;Des sushis, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
11-janv;12;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de fruits Assez de légumes Pas assez de protéines Assez de féculents;Pas_assez_fruits Assez_légumes Pas_assez_protéines Assez_féculents;7;6;Soupe;Pain;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Non, jamais;10;40;50;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe;2;Des fajitas / Des tacos / Des burritos, Une raclette / Une tartiflette;34;Masculin
11-janv;13;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Assez de fruits Assez de légumes Pas assez de protéines Un peu trop de féculents;Assez_fruits Assez_légumes Pas_assez_protéines Trop_féculents;8;7;Droite;Pain;3;Toujours;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Fitness;Europe, Amérique du Sud;2;Des sushis, Des ramens;22;Féminin
11-janv;14;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Pas assez de fruits Assez de fibres Assez de légumes Pas assez de protéines Assez de féculents;Pas_assez_fruits Assez_fibres Assez_légumes Pas_assez_protéines Assez_féculents;7;7;Protéines/Féculents;Pain;3;Week_end;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;A tous les repas;Environ une fois par semaine;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;20;60;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Rugby, Surf, Course, Foot;Europe;2;Un couscous / Une tajine, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Masculin
11-janv;15;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de fruits Diversifié Coloré Assez de légumes Assez de protéines Un peu trop de féculents;Assez_fruits Diversifié Coloré Assez_légumes Assez_protéines Trop_féculents;8;9;Droite;Rien;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, toujours;40;40;20;Un repas avec une majorité de légumes;Non, je n'aime pas ça;3;Basket, self-defense;Europe, Afrique;4;Des sushis, Des ramens;21;Féminin
11-janv;16;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Soupe et légumes Assez de légumes Assez de fruits Pas assez de protéines Trop de féculents Proportion féculents/protéines pas bonne;Assez_légumes Assez_fruits Pas_assez_protéines Trop_féculents;7;5;Poivrons/ Gaspacho;Riz + pain;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Non;Plusieurs fois par semaine;A tous les repas;Environ une fois par semaine;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Badminton Course à pied;Europe, Afrique, Asie, Amérique du Sud;2;Une pizza / Des pâtes, Une raclette / Une tartiflette;22;Masculin
11-janv;17;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de féculents Assez de légumes Pas assez de protéines Assez de fruits;Assez_féculents Assez_légumes Pas_assez_protéines Assez_fruits;7;7;Protéines/Féculents;Pain;4;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, toujours;Oui, toujours;25;60;15;Un repas avec une majorité de féculents;Oui, même quand je cuisine seulement pour moi;8;Musculation/Escalade;Europe;1;Des ramens, Une raclette / Une tartiflette;23;Masculin
11-janv;18;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de légumes Assez de légumes Pas assez de protéines Assez de féculents;Pas_assez_légumes Assez_légumes Pas_assez_protéines Assez_féculents;8;10;Légumes;Pain;2;Jamais;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, toujours;10;60;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;2,5;Marche;Europe, Afrique, Amérique du Nord;2;Un couscous / Une tajine, Des fruits de mer;22;Féminin
11-janv;19;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de féculents Pas assez de protéines Assez de légumes Pas assez de fruits;Assez_féculents Pas_assez_protéines Assez_légumes Pas_assez_fruits;8;8;Aucune;Aucune;4;Toujours;Petit_dej;Jamais;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Un couscous / Une tajine;22;Féminin
11-janv;20;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Trop de féculents Pas assez de produits laitiers Assez de légumes Pas assez de fruits Pas assez de protéines;Trop_féculents Pas_assez_produits_laitiers Assez_légumes Pas_assez_fruits Pas_assez_protéines;7;6;Légumes;Aucune;3;Toujours;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Rarement;Jamais;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la maison;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2,5;Danse;Europe;2;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);19;Féminin
11-janv;21;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de légumes Pas de viande Pas assez de protéines Assez de féculents Pas assez de fruits;Assez_légumes Pas_assez_protéines Assez_féculents Pas_assez_fruits;8;3;Crevettes riz;Pain;2;Jamais;Déjeuner;Entre chaque repas;Oui, tous les midis;A tous les repas;Plusieurs fois par semaine;Environ une fois par semaine;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Plusieurs fois par semaine;Jamais;Non, jamais;Non, jamais;33,33333333;33,33333333;33,33333333;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;0;Hokey;Asie;1;Des sushis, Des ramens;27;Masculin
12-janv;22;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Pas assez de quantité Pas assez de fruits Assez de féculents mais manque de riz Pas assez de protéines Assez de légumes;Pas_assez_quantité Pas_assez_fruits Assez_féculents Pas_assez_protéines Assez_légumes;5;6;Crevettes / Riz;Pain;3;Toujours;Déjeuner;Rarement;Oui, quelques fois par semaine;A tous les repas;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;20;50;30;Un repas qui fait plaisir à manger;Oui, mais seulement que je cuisine pour ma famille / mes amis;1;Velo d'appartement;Europe, Afrique, Amérique du Nord;2;Une galette bretonne, Un fish & chips;52;Féminin
12-janv;23;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Assez de féculents Assez de légumes Pas assez de protéines Manque un dessert Un peu trop de féculents par rapport aux légumes Pas assez de fruits;Assez_féculents Assez_légumes Pas_assez_protéines Trop_féculents Pas_assez_fruits;7;4;Droite;Gauche;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Oui;A tous les repas;A tous les repas;A tous les repas;Rarement;Environ une fois par semaine;Oui, quelques fois par semaine;Non, jamais;Oui, toujours;35;25;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Equitation/ Marche;Europe;2;Un burger, Des fajitas / Des tacos / Des burritos;22;Féminin
12-janv;24;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de protéines Pas assez de sucre Pas assez de fruits Assez de féculents Assez de légumes;Pas_assez_protéines Pas_assez_sucré Pas_assez_fruits Assez_féculents Assez_légumes;6;6;Droite;Gauche;2;Jamais;Déjeuner;Jamais;Non, jamais;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;30;40;Un repas qui fait plaisir à manger;Oui, parfois, cela dépend de mon humeur;2;Equitation;Europe;2;Des fruits de mer, Une galette bretonne;22;Féminin
12-janv;25;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de protéines Assez de féculents Pas assez de légumes Coloré Pas assez de fruits;Pas_assez_protéines Assez_féculents Pas_assez_légumes Coloré Pas_assez_fruits;6;8;Haut;Rien;2;Jamais;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;1;Course;Europe;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);20;Masculin
12-janv;26;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de féculents Assez de légumes Assez de fruits Assez de protéines (pas trop) Pas transformées Céréales sur le pain (source protéines/graisse végétale);Assez_féculents Assez_légumes Assez_fruits Assez_protéines Produits_non_transformés Céréales Protéines_végétales;10;9;Pain/Féculents/protéines/Gaspacho;Orange;3;Week_end;Dîner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;10;Badminton/Rock/Course/Rando;Europe;4;Des sushis, Une raclette / Une tartiflette;20;Féminin
12-janv;27;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Légumes sous différentes formes Assez de légumes Trop de féculents Pas assez de fruits Pas assez de protéines Pas assez de produits laitiers;Diversifié Assez_légumes Trop_féculents Pas_assez_fruits Pas_assez_protéines Pas_assez_produits_laitiers;6;7;Droite;Aucune;4;Toujours;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par semaine;Jamais;Oui, mais que à la maison;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Course à pied + Vélo + Fitness + Natation;Europe, Afrique, Océanie;2;Des ramens, Un couscous / Une tajine;23;Féminin
12-janv;28;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de protéines Pas assez de fruits Trop de légumes et pas assez de diversité Assez de féculents Bonne quantité;Assez_protéines Pas_assez_fruits Trop_légumes Pas_assez_diversifié Assez_féculents Assez_quantité;7;8;Bas;Poivrons;4;Toujours;Petit_dej;Rarement;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;5;Course;Europe, Afrique, Asie;2;Un couscous / Une tajine, Une raclette / Une tartiflette;22;Féminin
12-janv;29;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Assez de fruits Assez de féculents Pas assez de protéines Assez de légumes Pas assez de produits laitiers;Assez_fruits Assez_féculents Pas_assez_protéines Assez_légumes Pas_assez_produits_laitiers;8;7;Féculents/protéines;Pain;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Rarement;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, toujours;Oui, toujours;25;50;25;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;10;Rugby/Hand/Volley;Europe;2;Des ramens, Une galette bretonne;22;Masculin
12-janv;30;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de protéines Pain au graines Assez de fruits Assez de légumes Un peu trop de féculents;Pas_assez_protéines Graines Assez_fruits Assez_légumes Trop_féculents;6;7;Haut;Bas;3;Toujours;Dîner;Rarement;Oui, quelques fois par mois;Jamais;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;30;40;30;Un repas sans protéines d'origine animale;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Yoga Marche;Europe, Afrique;2;Des sushis, Une raclette / Une tartiflette;21;Féminin
12-janv;31;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de fruits Assez de légumes Un peu trop de féculents Pas assez de protéines Grosse quantité;Pas_assez_fruits Assez_légumes Trop_féculents Pas_assez_protéines Trop_quantité;8;8;Haut;Rien;3;Toujours;Déjeuner;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Lutte marche;Europe, Asie, Amérique du Nord, Amérique du Sud;3;Des ramens, Une galette bretonne;24;Féminin
12-janv;32;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pain à graines Coloré Assez de légumes Pas assez de protéines Assez de féculents Pas assez de fruits Pas assez de fibres;Graines Coloré Assez_légumes Pas_assez_protéines Assez_féculents Pas_assez_fruits Pas_assez_fibres;6;6;Légumes et Féculents/Protéines;Aucune;3;Semaine;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;70;10;20;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;0;Football/Musculation/Boxe;Europe, Afrique;5;Des sushis, Un steak accompagné de frites;38;Masculin
12-janv;33;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Pas assez de fruits Pas assez de légumes mais qualitatif Pas assez de féculents Pas assez du tout du protéines;Pas_assez_fruits Pas_assez_légumes Pas_assez_féculents Pas_assez_protéines;9;4;Poivrons / Pain aux graines / Orange;Rien;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Rarement;Jamais;Non, jamais;Oui, toujours;30;40;30;Un repas avec une majorité de féculents;Oui, parfois, cela dépend de mon humeur;5;Footing Fitness;Europe;4;Un burger, Une raclette / Une tartiflette;22;Masculin
12-janv;34;756;Espagne;PresqueEquilibré;PresqueEquilibré;756_PresqueEquilibré;Equilibré;756_Equilibré;Assez de légumes Pas assez de fruits Trop de féculents Pas assez de protéines;Assez_légumes Pas_assez_fruits Trop_féculents Pas_assez_protéines;6;4;HAut;Bas;4;Toujours;Petit_dej;Environ une fois par semaine;Oui, quelques fois par mois;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Oui, toujours;25;35;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;2;Handball;Europe, Afrique, Amérique du Nord;2;Des sushis, Des fajitas / Des tacos / Des burritos;23;Féminin
12-janv;35;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Céréales, digestible Riz blanc pas optimale Trop de féculents Assez de protéines Trop de poivrons Assez de légumes Pas assez de fruits;Céréales Bonne_digestibilité Riz_blanc Trop_féculents Assez_protéines Assez_légumes Pas_assez_fruits;7;4;Pain + Gaspacho;Orange;3;Week_end;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Rarement;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;20;50;30;Un repas avec une majorité de féculents;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe, Amérique du Nord;2;Un burger, Une pizza / Des pâtes;23;Masculin
12-janv;36;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Coloré Assez de légumes Assez de féculents Pas assez de protéines Pas assez de fruits;Coloré Assez_légumes Assez_féculents Pas_assez_protéines Pas_assez_fruits;9;3;Soupe;Aucune;3;Toujours;Dîner;Rarement;Oui, tous les midis;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, toujours;45;40;15;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;7;Volley/Escalade;Europe, Afrique;2;Un steak accompagné de frites, Une poutine;24;Masculin
12-janv;37;756;Espagne;Equilibré;Equilibré;756_Equilibré;Equilibré;756_Equilibré;Pas assez de fruits Assez de légumes Pas assez de protéines Un peu trop de féculents;Pas_assez_fruits Assez_légumes Pas_assez_protéines Trop_féculents;6;7;Tout;Bas;3;Toujours;Déjeuner;Jamais;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Rarement;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, toujours;20;40;40;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;1;Marche Fitness Natation;Europe, Afrique, Amérique du Sud;3;Des sushis, Un fish & chips;23;Féminin
